9:01:00,0.00028264
9:01:10,0.00024193
9:01:20,0.00020266
9:01:30,0.0001976
9:01:40,0.00013636
9:01:50,0.00015334
9:02:00,0.00018159
9:02:10,0.00020476
9:02:20,0.00023998
9:02:30,0.00031301
9:02:40,0.00038353
9:02:50,0.00040191
9:03:00,0.00046788
9:03:10,0.00046597
9:03:20,0.00046366
9:03:30,0.00050388
9:03:40,0.00047116
9:03:50,0.00042481
9:04:00,0.00039077
9:04:10,0.00036048
9:04:20,0.00034564
9:04:30,0.00031853
9:04:40,0.00027462
9:04:50,0.00024627
9:05:00,0.00026346
9:05:10,0.00026337
9:05:20,0.00028819
9:05:30,0.00032292
9:05:40,0.00033131
9:05:50,0.00031723
9:06:00,0.00027304
9:06:10,0.00021184
9:06:20,0.00018212
9:06:30,0.00020166
9:06:40,0.0001788
9:06:50,0.00019816
9:07:00,0.00014186
9:07:10,0.00010163
9:07:20,0.00017843
9:07:30,0.00013657
9:07:40,0.00010982
9:07:50,0.00007695
9:08:00,0.00005601
9:08:10,-0.00000591
9:08:20,-0.00000759
9:08:30,0.00000868
9:08:40,-0.00002327
9:08:50,-0.00001808
9:09:00,-0.00005382
9:09:10,-0.00006735
9:09:20,-0.00005287
9:09:30,0.00000913
9:09:40,0.00000367
9:09:50,-0.00002036
9:10:00,-0.00001768
9:10:10,-0.00008401
9:10:20,-0.00005352
9:10:30,-0.00006452
9:10:40,-0.00002521
9:10:50,-0.00003646
9:11:00,-0.00004321
9:11:10,-0.00003731
9:11:20,0.00000902
9:11:30,0.00003408
9:11:40,0.00003213
9:11:50,-0.00003212
9:12:00,0.00006412
9:12:10,0.00001948
9:12:20,0.00001427
9:12:30,0.00003238
9:12:40,0.00004626
9:12:50,0.00003272
9:13:00,0.00005575
9:13:10,0.00006641
9:13:20,0.00010415
9:13:30,0.00010474
9:13:40,0.00012471
9:13:50,0.00015534
9:14:00,0.00017678
9:14:10,0.00017515
9:14:20,0.0001545
9:14:30,0.00012911
9:14:40,0.000155
9:14:50,0.00011668
9:15:00,0.00006624
9:15:10,0.00003191
9:15:20,0.00001684
9:15:30,0.00004939
9:15:40,0.00006828
9:15:50,0.00007582
9:16:00,0.00009755
9:16:10,0.00007966
9:16:20,0.00008509
9:16:30,0.0001075
9:16:40,0.00009145
9:16:50,0.0000824
9:17:00,0.00002901
9:17:10,0.00004279
9:17:20,0.00004512
9:17:30,0.0000373
9:17:40,0.0000764
9:17:50,0.00007912
9:18:00,0.00009566
9:18:10,0.00012984
9:18:20,0.00009545
9:18:30,0.0000851
9:18:40,0.00002414
9:18:50,0.00001991
9:19:00,0.00000946
9:19:10,-0.00000468
9:19:20,0.000005
9:19:30,0.0000081
9:19:40,0.00000607
9:19:50,0.00001116
9:20:00,0.00003449
9:20:10,0.00000349
9:20:20,0.00000276
9:20:30,-0.00001067
9:20:40,-0.00000236
9:20:50,-0.00006063
9:21:00,-0.000011
9:21:10,0.00000704
